,dataset,k1,k2,distance,alphas,losses_train,accuracy_lst_train,losses_test,accuracy_lst_test
10,MNIST,1,2,0.33782172203063965,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.2872090083360672, 0.28552828341722486, 0.28397882550954817, 0.2825593113899231, 0.28126614183187487, 0.280095639526844, 0.27904383301734925, 0.27811117708683014, 0.27729654163122175, 0.27660028904676437, 0.2760252413153648, 0.27556965231895447, 0.2752337831258774, 0.2750191015005112, 0.2749283671379089, 0.2749603146314621, 0.2751159596443176, 0.2754015889763832, 0.27582052230834964, 0.2763765415549278, 0.2770695614814758, 0.27789986312389375, 0.27887143433094025, 0.2799868631362915, 0.28124794334173203]","[0.91447265625, 0.9151953125, 0.9153125, 0.91587890625, 0.9165234375, 0.9165625, 0.91697265625, 0.917734375, 0.918359375, 0.91861328125, 0.91892578125, 0.91892578125, 0.91908203125, 0.9191796875, 0.9190234375, 0.91919921875, 0.91916015625, 0.9191015625, 0.91884765625, 0.918671875, 0.91857421875, 0.91841796875, 0.91822265625, 0.917734375, 0.91759765625]","[0.26503318185806274, 0.2634072997570038, 0.2619133590698242, 0.2605388848304748, 0.2592924660205841, 0.2581643936634064, 0.25715634965896605, 0.25626395206451413, 0.2554835546016693, 0.25481283609867095, 0.25425216245651244, 0.25380233433246613, 0.25347338972091676, 0.2532633539199829, 0.25317273716926575, 0.2531996544122696, 0.2533491726160049, 0.25362335662841795, 0.25402418394088744, 0.25455413880348204, 0.25521260097026827, 0.25600272662639617, 0.25693050055503847, 0.2579942785024643, 0.2591950692653656]","[0.9208, 0.9214, 0.9221, 0.9228, 0.9239, 0.924, 0.9246, 0.9253, 0.9263, 0.9266, 0.9266, 0.9267, 0.9273, 0.9271, 0.9274, 0.9277, 0.9281, 0.9278, 0.9278, 0.9281, 0.9275, 0.9272, 0.9267, 0.9259, 0.9256]"
11,MNIST,1,3,0.9379158020019531,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.20134263455867768, 0.20099057912826537, 0.20069496482610702, 0.20045296251773834, 0.2002573275566101, 0.2001055335998535, 0.19999470233917235, 0.1999171844124794, 0.199868643283844, 0.19984280645847322, 0.19983132272958756, 0.19982732504606246, 0.19983388721942902, 0.19984468013048173, 0.19985312104225159, 0.19986526548862457, 0.19988283812999724, 0.19990642875432968, 0.19993796139955522, 0.1999781996011734, 0.20003376603126527, 0.20010753214359284, 0.20021024495363235, 0.20034568190574645, 0.2005145373940468]","[0.9392578125, 0.93939453125, 0.9394921875, 0.93966796875, 0.93986328125, 0.93982421875, 0.94001953125, 0.9400390625, 0.9400390625, 0.94015625, 0.94013671875, 0.940078125, 0.9401953125, 0.94033203125, 0.940390625, 0.94037109375, 0.94048828125, 0.94060546875, 0.940703125, 0.94072265625, 0.94076171875, 0.9408984375, 0.94080078125, 0.940859375, 0.94078125]","[0.18364797394275664, 0.1832693872690201, 0.18295024225711823, 0.1826888510942459, 0.1824728404045105, 0.18230864124298096, 0.18219760444164276, 0.1821233273744583, 0.18207936577796935, 0.18207584602832794, 0.182113338804245, 0.18216589226722718, 0.1822305141210556, 0.18230886316299438, 0.18238809990882873, 0.18247044727802278, 0.18255610120296478, 0.18264123663902282, 0.18272928154468537, 0.1828306278705597, 0.18294901852607728, 0.183083389544487, 0.18324279305934907, 0.1834331981420517, 0.18365342981815339]","[0.945, 0.9451, 0.9453, 0.9456, 0.9456, 0.946, 0.9458, 0.9456, 0.9454, 0.9452, 0.9452, 0.9454, 0.9457, 0.9458, 0.9459, 0.9459, 0.9458, 0.9459, 0.9456, 0.9459, 0.946, 0.9455, 0.9455, 0.9453, 0.9452]"
12,MNIST,1,4,1.3335644006729126,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.14863853439688682, 0.148577810972929, 0.1486208890378475, 0.148751021027565, 0.14896854907274246, 0.14925400361418725, 0.14959273979067803, 0.14996268704533577, 0.15035099759697915, 0.15074771776795387, 0.1511345300078392, 0.15149528086185454, 0.15182698994874955, 0.15210850700736045, 0.15233528167009353, 0.15250468179583548, 0.15261076718568803, 0.1526504522562027, 0.15264112561941146, 0.15260811462998392, 0.15255819112062455, 0.15251274958252906, 0.15249790072441102, 0.15253601089119911, 0.15263992190361023]","[0.95533203125, 0.95533203125, 0.9553125, 0.9552734375, 0.95513671875, 0.9551953125, 0.95498046875, 0.9547265625, 0.95447265625, 0.95439453125, 0.954296875, 0.95416015625, 0.95404296875, 0.95384765625, 0.953828125, 0.953828125, 0.95390625, 0.9540234375, 0.95423828125, 0.95416015625, 0.95421875, 0.95416015625, 0.9543359375, 0.95451171875, 0.954375]","[0.1306857630610466, 0.13060738376379014, 0.13062962621450425, 0.1307283454298973, 0.13089313062429428, 0.13112497586011887, 0.1314141138792038, 0.13175243632793426, 0.1321182586669922, 0.1324903675556183, 0.1328824947834015, 0.13328115293979645, 0.13366476104259492, 0.1340308036327362, 0.13435125677585602, 0.13463154201507568, 0.1348656224489212, 0.13504663910865783, 0.13518957450389862, 0.13529650337696075, 0.13538002572059632, 0.13547616629600526, 0.1355999979019165, 0.13577066237926483, 0.13599910287857056]","[0.9616, 0.9618, 0.9615, 0.9618, 0.9616, 0.9618, 0.9612, 0.9616, 0.9616, 0.9613, 0.9611, 0.9609, 0.9608, 0.9607, 0.9605, 0.9602, 0.9598, 0.9596, 0.96, 0.9599, 0.9599, 0.96, 0.9599, 0.9596, 0.9594]"
13,MNIST,1,6,1.7455536127090454,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.09724993541836739, 0.0972137302160263, 0.09725934967398643, 0.09737953782081604, 0.09756134271621704, 0.09779194369912148, 0.09805994734168053, 0.09835901156067849, 0.09866119146347047, 0.09895320594310761, 0.09922380909323693, 0.09945408806204796, 0.09964244738221169, 0.09978108003735542, 0.09986623793840409, 0.09988918900489807, 0.09986471980810166, 0.09980607271194458, 0.09971306920051574, 0.09963093727827071, 0.09959138020873069, 0.09961040452122688, 0.09970740079879761, 0.09988625481724739, 0.10014876291155815]","[0.97017578125, 0.9703515625, 0.97029296875, 0.97017578125, 0.97017578125, 0.9701953125, 0.97015625, 0.97001953125, 0.96984375, 0.9696875, 0.9694921875, 0.96935546875, 0.96927734375, 0.9691796875, 0.969140625, 0.96904296875, 0.96904296875, 0.96927734375, 0.96939453125, 0.9694921875, 0.96953125, 0.96953125, 0.9695703125, 0.9694921875, 0.9695703125]","[0.0851679907798767, 0.08497667722702026, 0.08486289027929306, 0.08481148816347123, 0.08480938136577607, 0.08485821424722671, 0.08493202087879181, 0.08503764133453369, 0.08516211344003677, 0.08530748987197875, 0.08545568443536758, 0.08558654682636262, 0.08568299320936203, 0.08575905114412308, 0.08582180590629578, 0.08584990154504776, 0.08584168466329574, 0.08580827838182449, 0.08577270684242248, 0.08575557899475098, 0.08576694600582123, 0.08582100434303283, 0.0859392341375351, 0.08612247445583343, 0.08637301514148713]","[0.9716, 0.9715, 0.9718, 0.9719, 0.9718, 0.9719, 0.9718, 0.9716, 0.9716, 0.9722, 0.972, 0.9723, 0.9726, 0.9729, 0.973, 0.9728, 0.9727, 0.9722, 0.9722, 0.9723, 0.9724, 0.9727, 0.9727, 0.9726, 0.9724]"
14,MNIST,1,8,1.9346219301223755,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.07646856218576431, 0.07642537124454975, 0.07652939915657044, 0.07676122710108757, 0.07709766395390033, 0.07752185486257077, 0.07800077013671398, 0.07852178610861302, 0.07905648864805698, 0.07958360940217972, 0.08007605403661727, 0.08051490180194378, 0.08088158190250397, 0.08115368016064167, 0.08131673067808151, 0.08137419618666172, 0.08130641408264637, 0.0811425369232893, 0.08091314002871514, 0.08063311576843261, 0.08036002524197101, 0.08014818392693997, 0.08002861835062504, 0.08001997359097004, 0.08012183874845505]","[0.9767578125, 0.976796875, 0.9765625, 0.97654296875, 0.97646484375, 0.97630859375, 0.97595703125, 0.975859375, 0.97564453125, 0.9754296875, 0.97513671875, 0.975, 0.97478515625, 0.97451171875, 0.974453125, 0.97439453125, 0.9744140625, 0.97447265625, 0.97455078125, 0.97455078125, 0.97466796875, 0.974921875, 0.975, 0.97515625, 0.97541015625]","[0.06888729425668716, 0.06856822491884232, 0.06838049703240394, 0.06831323399543762, 0.06835824323296547, 0.06848610312342644, 0.06868445932269096, 0.06895382407903672, 0.06925174705982208, 0.06954875724315643, 0.06986405273675919, 0.070150402033329, 0.07039056366682053, 0.07058924989700317, 0.07073205275535584, 0.07080519918203354, 0.07081422702074051, 0.07074536526203155, 0.07063053072690964, 0.07046488101482391, 0.0703138453722, 0.07019535101056099, 0.07015569234490394, 0.07021097913384437, 0.07035751907229423]","[0.9778, 0.9784, 0.9783, 0.9776, 0.9772, 0.9773, 0.9768, 0.9773, 0.9773, 0.9773, 0.9771, 0.9771, 0.9771, 0.9773, 0.9773, 0.9773, 0.9772, 0.9772, 0.9777, 0.9779, 0.9782, 0.9786, 0.9791, 0.9792, 0.9793]"
15,MNIST,1,10,2.075878858566284,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.06572292849421502, 0.06475891552865505, 0.06396147936582565, 0.06331126786768436, 0.06278380922973156, 0.062362423613667485, 0.062031805887818335, 0.061771549358963965, 0.061571063473820686, 0.06141105145215988, 0.06127720333635807, 0.06116198800504208, 0.061053389087319374, 0.060945464745163914, 0.060831712931394576, 0.06071282207965851, 0.06058561347424984, 0.06046837069094181, 0.060381580516695975, 0.06034380897879601, 0.06037222005426884, 0.060483186393976214, 0.06068114571273327, 0.06096901789307594, 0.06134567193686962]","[0.97978515625, 0.98013671875, 0.98013671875, 0.98041015625, 0.9805859375, 0.98078125, 0.98087890625, 0.98103515625, 0.9812109375, 0.98125, 0.9812890625, 0.98125, 0.98115234375, 0.98111328125, 0.98140625, 0.98134765625, 0.9814453125, 0.98150390625, 0.981640625, 0.98177734375, 0.98181640625, 0.9817578125, 0.9816796875, 0.98169921875, 0.98162109375]","[0.056649559593200685, 0.05574849632382393, 0.055005005127191545, 0.054382009905576706, 0.05386821275949478, 0.053448043006658556, 0.053120022904872895, 0.05286542488932609, 0.05266287396550179, 0.05251090378761292, 0.05240118753314018, 0.05231592360138893, 0.052247664999961856, 0.052219881916046144, 0.05220410780310631, 0.05221019948124886, 0.05223136440515518, 0.052272291070222854, 0.05234979525208473, 0.05247513437867165, 0.05266805729866028, 0.0529234898686409, 0.053256805312633514, 0.05366996387243271, 0.05416846200227737]","[0.9813, 0.9819, 0.9817, 0.9819, 0.9821, 0.9821, 0.9821, 0.9821, 0.9822, 0.982, 0.9822, 0.9823, 0.9822, 0.9823, 0.9825, 0.9827, 0.9829, 0.983, 0.983, 0.9826, 0.9825, 0.9825, 0.9825, 0.9821, 0.982]"
16,MNIST,2,3,0.2406897246837616,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.20724198520183562, 0.20644488215446472, 0.2056945100426674, 0.20499068528413772, 0.20433297127485275, 0.20372045546770096, 0.2031531211733818, 0.20263166815042497, 0.20215462476015092, 0.20172258704900742, 0.20133505135774613, 0.2009913769364357, 0.20069164991378785, 0.20043669193983077, 0.2002253270149231, 0.20005790114402772, 0.19993474811315537, 0.19985561311244965, 0.19982015669345857, 0.19982859194278718, 0.19988080263137817, 0.19997576177120208, 0.20011213093996047, 0.20029183983802795, 0.2005145373940468]","[0.9371484375, 0.9375390625, 0.93783203125, 0.93818359375, 0.938671875, 0.9387890625, 0.93908203125, 0.9394921875, 0.93955078125, 0.939765625, 0.93998046875, 0.94015625, 0.94025390625, 0.94046875, 0.9403125, 0.94048828125, 0.94072265625, 0.94064453125, 0.9406640625, 0.9408203125, 0.9409375, 0.94087890625, 0.94103515625, 0.9409765625, 0.94078125]","[0.18862877027988434, 0.18793503444194792, 0.18728358132839204, 0.18667572145462036, 0.18611212587356568, 0.1855916058063507, 0.18511445696353912, 0.18467818019390106, 0.18428479375839232, 0.18393433010578156, 0.1836243709564209, 0.18335814142227172, 0.18313426184654236, 0.18295092005729674, 0.18280759868621826, 0.18270661489963533, 0.1826475281238556, 0.18262940406799316, 0.182651637840271, 0.18271384007930755, 0.18281836547851563, 0.18296630561351776, 0.18315518231391906, 0.18338449683189392, 0.18365342981815339]","[0.9442, 0.9441, 0.9441, 0.9446, 0.9453, 0.9452, 0.9453, 0.9455, 0.9456, 0.9457, 0.9458, 0.9458, 0.9455, 0.9457, 0.9456, 0.9461, 0.946, 0.9461, 0.946, 0.9456, 0.9453, 0.9452, 0.9448, 0.9451, 0.9452]"
17,MNIST,2,5,0.2962109446525574,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.12249869167804718, 0.12208138927817344, 0.12170055717229843, 0.12135645031929015, 0.12104871243238449, 0.12077666386961937, 0.12054065465927125, 0.12033960625529289, 0.12017362892627716, 0.1200440388917923, 0.11995019137859345, 0.11989200338721276, 0.11986943244934083, 0.11988226994872093, 0.11993077248334885, 0.12001595064997674, 0.12013768956065178, 0.12029604434967041, 0.12049074128270149, 0.12072234705090523, 0.1209902074933052, 0.1212944321334362, 0.1216352728009224, 0.12201317355036735, 0.12242789715528488]","[0.96279296875, 0.96294921875, 0.96322265625, 0.96345703125, 0.9636328125, 0.963828125, 0.9641015625, 0.964453125, 0.96431640625, 0.9644140625, 0.9645703125, 0.96466796875, 0.9645703125, 0.9645703125, 0.96455078125, 0.96451171875, 0.96451171875, 0.964296875, 0.9641015625, 0.9641015625, 0.96396484375, 0.96392578125, 0.96404296875, 0.96400390625, 0.9637890625]","[0.1119925443649292, 0.11155037971735, 0.11114121054410935, 0.11076346918344497, 0.11041832566261292, 0.11010476862192153, 0.10982216057777405, 0.10957231872081756, 0.10935541591644288, 0.10917091014385223, 0.10901896945238114, 0.10890073201656342, 0.1088159356713295, 0.108764717400074, 0.10874779070615768, 0.10876564692258835, 0.10881663703918457, 0.10890069401264191, 0.10901857169866562, 0.10916918468475342, 0.10935319876670838, 0.10957336119413376, 0.1098277334690094, 0.11011586867570877, 0.11043822224140168]","[0.9654, 0.9655, 0.9655, 0.9657, 0.9658, 0.9662, 0.9662, 0.9664, 0.9665, 0.9666, 0.9666, 0.9665, 0.9662, 0.9664, 0.9663, 0.9663, 0.966, 0.9659, 0.9657, 0.9654, 0.9657, 0.9652, 0.9654, 0.9652, 0.9652]"
18,MNIST,2,7,0.4087028205394745,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.08318553216755391, 0.08298817344009876, 0.08283374041318893, 0.08272103376686574, 0.08265024587512017, 0.08262193679809571, 0.08263441681861877, 0.08268793106079102, 0.08278280951082706, 0.08291888117790222, 0.08309638880193233, 0.08331493392586709, 0.08357492983341216, 0.08387627094984054, 0.08421934336423874, 0.08460306361317635, 0.08502786472439766, 0.08549536801874638, 0.08600515887141227, 0.08655759900808334, 0.08715174958109856, 0.08778729796409607, 0.0884660542011261, 0.08918860986828804, 0.089955181106925]","[0.9748828125, 0.97494140625, 0.9748046875, 0.9748046875, 0.97482421875, 0.974921875, 0.97494140625, 0.9748828125, 0.97486328125, 0.97484375, 0.97486328125, 0.97474609375, 0.9745703125, 0.97451171875, 0.9744140625, 0.97431640625, 0.97412109375, 0.9740625, 0.97400390625, 0.97380859375, 0.9736328125, 0.97330078125, 0.97318359375, 0.97279296875, 0.97275390625]","[0.07294202610254288, 0.07272246199846268, 0.07253998746871948, 0.07239832726716995, 0.07229701163768769, 0.07223640064001083, 0.07221744616031647, 0.07223703413009644, 0.07229282993078232, 0.07238833246231079, 0.07252316440343856, 0.07269885987043381, 0.07291254202127456, 0.07316098475456238, 0.07344862314462662, 0.0737812560081482, 0.07415672961473464, 0.07457251667976379, 0.07502894551753998, 0.07552870373725891, 0.07607053401470185, 0.07665452358722687, 0.07728042793273926, 0.07795056661367417, 0.07866358824968338]","[0.9765, 0.9767, 0.9769, 0.9769, 0.977, 0.977, 0.9769, 0.9769, 0.9766, 0.9765, 0.9763, 0.9762, 0.9764, 0.9765, 0.9765, 0.976, 0.9759, 0.976, 0.9756, 0.9753, 0.9749, 0.9747, 0.9748, 0.9751, 0.9748]"
19,MNIST,2,9,0.5474509596824646,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.06944391898810863, 0.06920310370624065, 0.0689860986918211, 0.0687939278781414, 0.06862584918737412, 0.06848130144178867, 0.06835951909422874, 0.06826069615781308, 0.06818469747900963, 0.06813278883695602, 0.06810454569756985, 0.06810017533600331, 0.06811895050108432, 0.06816071204841137, 0.06822536662220954, 0.06831364117562772, 0.06842534624040127, 0.06856070667505264, 0.06871905915439129, 0.06890012383460999, 0.06910516820847988, 0.06933371365070343, 0.06958650350570679, 0.06986251294612884, 0.07016193822026252]","[0.97876953125, 0.97892578125, 0.9789453125, 0.97892578125, 0.97900390625, 0.97908203125, 0.97921875, 0.9792578125, 0.9793359375, 0.97939453125, 0.97951171875, 0.97939453125, 0.979453125, 0.97935546875, 0.97947265625, 0.97951171875, 0.979375, 0.9794921875, 0.97935546875, 0.9791796875, 0.97900390625, 0.97900390625, 0.97888671875, 0.97880859375, 0.9785546875]","[0.06055059278011322, 0.060349428582191465, 0.060173830610513686, 0.0600197408080101, 0.05989006651043892, 0.0597851708650589, 0.05970278952717781, 0.059642866230010985, 0.05960524483323097, 0.05958868793845177, 0.059593961209058764, 0.05962252426743508, 0.05967283221483231, 0.059744202011823656, 0.05983706716299057, 0.059951628786325456, 0.06008694568872452, 0.060244349962472916, 0.06042620824575424, 0.06063051509261131, 0.06085643708705902, 0.061104882788658145, 0.061375217294692995, 0.06166848568916321, 0.061983923864364625]","[0.9821, 0.9821, 0.982, 0.9821, 0.9819, 0.9817, 0.9817, 0.9816, 0.9816, 0.9816, 0.9815, 0.9813, 0.9811, 0.9811, 0.9812, 0.9812, 0.9812, 0.981, 0.9809, 0.9807, 0.9807, 0.9804, 0.9802, 0.9802, 0.9801]"
20,MNIST,5,6,0.2441546618938446,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.1021267069876194, 0.10137011244893074, 0.10067535415291787, 0.10003991693258285, 0.09946335554122925, 0.09894636169075965, 0.0984880781173706, 0.09808805346488952, 0.0977453875541687, 0.09746018782258034, 0.0972316312789917, 0.0970614443719387, 0.09694952502846718, 0.09689564675092698, 0.09690021678805351, 0.09696213081479073, 0.09708120495080948, 0.0972587177157402, 0.09749416202306747, 0.09778782457113266, 0.09813993766903878, 0.0985515071451664, 0.09902306109666824, 0.099555694013834, 0.10014876291155815]","[0.969140625, 0.9694921875, 0.96966796875, 0.9700390625, 0.97021484375, 0.97037109375, 0.9705078125, 0.9707421875, 0.97076171875, 0.97083984375, 0.970859375, 0.97083984375, 0.970859375, 0.97076171875, 0.9707421875, 0.9706640625, 0.970546875, 0.97033203125, 0.9705078125, 0.97021484375, 0.97017578125, 0.97013671875, 0.96982421875, 0.96958984375, 0.9695703125]","[0.0896341657280922, 0.0888937482714653, 0.08820782903432846, 0.08757533416748046, 0.08699601202011109, 0.08646841560602188, 0.08599296123981476, 0.08556962385177612, 0.08519849623441696, 0.08488032017946243, 0.08461447738409042, 0.08440225412845612, 0.08424023067951203, 0.08412888016700745, 0.08406983361244201, 0.08406339254379272, 0.08410812118053436, 0.08420597521066665, 0.08435840276479721, 0.08456169637441635, 0.08481740839481354, 0.08512520062923432, 0.08548661803007127, 0.0859016304731369, 0.08637301514148713]","[0.9712, 0.9712, 0.9712, 0.9714, 0.9715, 0.9718, 0.9718, 0.9723, 0.9723, 0.9726, 0.9726, 0.9724, 0.9724, 0.9726, 0.9728, 0.973, 0.9731, 0.9733, 0.9731, 0.9728, 0.9731, 0.9729, 0.973, 0.9727, 0.9724]"
21,MNIST,5,8,0.40677738189697266,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.07560799792408943, 0.07500479251146316, 0.07447944886982441, 0.07403002895414829, 0.07365480408072472, 0.07335251666605473, 0.07312113530933857, 0.07295801959931851, 0.07286281310021878, 0.07283472508192063, 0.07287175565958023, 0.0729723507910967, 0.07313716880977154, 0.07336673721671104, 0.07366005659103393, 0.07401689924299718, 0.07443753086030483, 0.07492151625454425, 0.07546937629580498, 0.07608224265277386, 0.0767591805011034, 0.07750060498714446, 0.07830828301608563, 0.07918178446590901, 0.08012183874845505]","[0.9764453125, 0.97673828125, 0.97705078125, 0.97736328125, 0.9773828125, 0.97748046875, 0.977421875, 0.9773828125, 0.977421875, 0.9775, 0.97755859375, 0.9774609375, 0.97740234375, 0.97724609375, 0.97732421875, 0.97736328125, 0.97720703125, 0.9769921875, 0.97677734375, 0.97666015625, 0.9764453125, 0.9762109375, 0.9758984375, 0.9756640625, 0.97541015625]","[0.06473110567331314, 0.06424106265306473, 0.0638209040760994, 0.06346927835941314, 0.06318370403051377, 0.06296529961824417, 0.06281060213446617, 0.06272123250961303, 0.06269422162175178, 0.06272838001847267, 0.06282391603589058, 0.06297832560539246, 0.06319318994879723, 0.06346570105552674, 0.06379644317030907, 0.06418508750200272, 0.06463121647238732, 0.0651356550514698, 0.06569737820625306, 0.06631941408514977, 0.06700133841633797, 0.06774528096318246, 0.06855199115872383, 0.0694222313463688, 0.07035751907229423]","[0.979, 0.9792, 0.9793, 0.9793, 0.9792, 0.9796, 0.9798, 0.9794, 0.9796, 0.9799, 0.98, 0.9798, 0.9795, 0.9798, 0.9798, 0.9797, 0.9796, 0.9794, 0.9794, 0.9797, 0.9796, 0.9796, 0.9793, 0.9792, 0.9793]"
22,MNIST,5,10,0.555061936378479,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.06602988325059414, 0.0655275035649538, 0.0650457090139389, 0.06458914496004581, 0.06416439287364482, 0.06377315416932106, 0.06341578789055348, 0.06308904811739921, 0.06279089376330375, 0.06251878403127194, 0.062270753160119055, 0.062047097459435464, 0.06184841826558113, 0.06167504496872425, 0.06152653492987156, 0.0614012485742569, 0.061300165802240375, 0.06122296012938023, 0.061169552132487294, 0.06113957852125168, 0.06113240137696266, 0.06114956818521023, 0.06119102001190185, 0.061255931183695794, 0.06134567193686962]","[0.97962890625, 0.97970703125, 0.97986328125, 0.9800390625, 0.98033203125, 0.980625, 0.98078125, 0.98087890625, 0.9809765625, 0.9810546875, 0.98119140625, 0.98125, 0.98130859375, 0.9812890625, 0.98146484375, 0.98154296875, 0.98142578125, 0.98150390625, 0.9815625, 0.98162109375, 0.98169921875, 0.98177734375, 0.9817578125, 0.98169921875, 0.98162109375]","[0.059953527396917346, 0.059451612800359724, 0.05895962930321694, 0.058483910524845126, 0.058021971035003665, 0.057591654688119887, 0.05719108748435974, 0.056819340389966964, 0.05647230491042137, 0.05614882614612579, 0.05585005692243576, 0.05557558282017708, 0.05532652348875999, 0.05510339704155922, 0.0549045615375042, 0.05473117088079452, 0.054579590475559235, 0.054450234401226046, 0.05434336171746254, 0.054258865225315096, 0.05419703226685524, 0.054156755703687665, 0.054137278872728345, 0.05414039321541786, 0.05416846200227737]","[0.9813, 0.9813, 0.9814, 0.9813, 0.9814, 0.9815, 0.9817, 0.9819, 0.9819, 0.9819, 0.9821, 0.9824, 0.9824, 0.9825, 0.9825, 0.9826, 0.9826, 0.9827, 0.9825, 0.9826, 0.9826, 0.9824, 0.9824, 0.9822, 0.982]"
