,dataset,k1,k2,distance,alphas,losses_train,accuracy_lst_train,losses_test,accuracy_lst_test
10,CIFAR-10,1,2,11.525237083435059,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[1.3828969383239746, 1.3660850930213928, 1.3597268438339234, 1.361108968257904, 1.3620496344566346, 1.351622383594513, 1.3525543594360352, 1.3495477890968324, 1.351947364807129, 1.351072735786438, 1.340971291065216, 1.3447338700294496, 1.3473376607894898, 1.3447737288475037, 1.3386761403083802, 1.3376334118843078, 1.34445458650589, 1.3438259410858153, 1.3452112102508544, 1.3446982669830323, 1.3505589318275453, 1.3427493023872374, 1.3512115836143495, 1.3559670901298524, 1.357038402557373]","[0.50515625, 0.51078125, 0.5115625, 0.51109375, 0.506875, 0.51390625, 0.51828125, 0.51484375, 0.5121875, 0.5140625, 0.51828125, 0.5178125, 0.51890625, 0.51515625, 0.51171875, 0.524375, 0.51625, 0.52578125, 0.5190625, 0.52265625, 0.515625, 0.514375, 0.514375, 0.5146875, 0.51953125]","[1.3768663358688356, 1.3704634881019593, 1.3687244510650636, 1.3651585960388184, 1.3632251811027527, 1.3512092232704163, 1.3600643658638, 1.3576475167274475, 1.3479287266731261, 1.3484116506576538, 1.3491072487831115, 1.3453175687789918, 1.347725923061371, 1.3457777428627014, 1.3467200112342834, 1.3435003018379212, 1.3418868470191956, 1.3431881856918335, 1.3427928352355958, 1.3574911379814147, 1.3514399600028992, 1.3584219431877136, 1.3497187113761902, 1.356798961162567, 1.363494393825531]","[0.50125, 0.50296875, 0.511875, 0.50671875, 0.51171875, 0.51171875, 0.51109375, 0.51609375, 0.51984375, 0.51375, 0.5178125, 0.52078125, 0.51953125, 0.5196875, 0.5184375, 0.5215625, 0.5228125, 0.52125, 0.52125, 0.5125, 0.52203125, 0.51265625, 0.5171875, 0.515, 0.510625]"
11,CIFAR-10,1,6,25.79486846923828,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[1.103478081226349, 1.1021460783481598, 1.0938721537590026, 1.0977076184749603, 1.092682193517685, 1.0910518193244934, 1.0962585484981537, 1.0905325531959533, 1.0922308027744294, 1.090746728181839, 1.0951875567436218, 1.087272790670395, 1.0850614392757416, 1.08223984003067, 1.0936005854606627, 1.0875371098518372, 1.0873744130134582, 1.0867171776294708, 1.0856133365631104, 1.0921535778045655, 1.0926382303237916, 1.087212368249893, 1.084578183889389, 1.0898815524578094, 1.0842468380928039]","[0.608125, 0.6096875, 0.62015625, 0.6146875, 0.619375, 0.6121875, 0.61984375, 0.62515625, 0.6221875, 0.61859375, 0.6190625, 0.6271875, 0.61953125, 0.62953125, 0.6221875, 0.6228125, 0.62265625, 0.62140625, 0.62140625, 0.61765625, 0.6159375, 0.621875, 0.6190625, 0.61609375, 0.61453125]","[1.1193708610534667, 1.119170070886612, 1.1104612815380097, 1.1102354896068574, 1.1077072024345398, 1.1086658561229705, 1.106575347185135, 1.1107992482185365, 1.1009769320487977, 1.1073211228847504, 1.104787231683731, 1.1080765736103058, 1.108354731798172, 1.1015563905239105, 1.1108970880508422, 1.1071925592422485, 1.1090819680690764, 1.107403484582901, 1.0966821479797364, 1.106234188079834, 1.0999352097511292, 1.1028986728191377, 1.0984264039993286, 1.1061327576637268, 1.1015520679950714]","[0.61234375, 0.60984375, 0.6140625, 0.6103125, 0.61171875, 0.6153125, 0.61671875, 0.61765625, 0.6215625, 0.6146875, 0.61765625, 0.61796875, 0.61765625, 0.6203125, 0.619375, 0.6175, 0.6184375, 0.613125, 0.61578125, 0.6103125, 0.61375, 0.6109375, 0.61234375, 0.6053125, 0.6071875]"
12,CIFAR-10,1,10,34.737186431884766,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.9676190650463105, 0.973339626789093, 0.9708900070190429, 0.9714033114910126, 0.9761740708351135, 0.9730765998363495, 0.9828660368919373, 0.9745525097846985, 0.9803652036190033, 0.9880647885799408, 0.9887336695194244, 0.9852099132537842, 0.9936582124233246, 0.9972626006603241, 0.9952786684036254, 0.9934477508068085, 0.9904654896259308, 0.9932186281681061, 0.9905049419403076, 0.9925664496421814, 0.9893537187576293, 0.9906177604198456, 0.9884628903865814, 0.9907167708873749, 0.9883599066734314]","[0.660625, 0.65984375, 0.66203125, 0.6634375, 0.65578125, 0.66359375, 0.660625, 0.65984375, 0.66, 0.6621875, 0.65375, 0.66125, 0.6528125, 0.6575, 0.65390625, 0.6575, 0.65984375, 0.6546875, 0.66109375, 0.65359375, 0.6578125, 0.6565625, 0.651875, 0.65515625, 0.65734375]","[0.9782403099536896, 0.9758807587623596, 0.9900698173046112, 0.9878679192066193, 0.9956505215167999, 1.0014208042621613, 0.9971616578102112, 0.9987116813659668, 0.9911997902393341, 0.9991071629524231, 1.0076552283763887, 0.9959882819652557, 1.005205888748169, 1.0050820004940033, 1.0099903988838195, 1.006570541858673, 1.0052608859539032, 1.0185156559944153, 1.0155438125133514, 1.0122291576862334, 1.0116482174396515, 1.0067956781387328, 1.0087199568748475, 1.012762758731842, 1.0149825966358186]","[0.66015625, 0.656875, 0.65484375, 0.659375, 0.65421875, 0.6521875, 0.65609375, 0.6565625, 0.65609375, 0.65546875, 0.65140625, 0.663125, 0.65671875, 0.6559375, 0.65640625, 0.6575, 0.65484375, 0.64921875, 0.651875, 0.65546875, 0.6528125, 0.65234375, 0.65265625, 0.6559375, 0.650625]"
13,CIFAR-10,1,14,41.92756271362305,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.9051449990272522, 0.909299545288086, 0.9092403161525726, 0.9181163465976715, 0.9121718180179595, 0.9158290421962738, 0.9212640929222107, 0.9216538751125336, 0.9212733006477356, 0.9201169550418854, 0.9154942643642425, 0.9095138728618621, 0.9180228388309479, 0.9136669600009918, 0.9092859482765198, 0.916381801366806, 0.9046976673603058, 0.9157589161396027, 0.9013465178012848, 0.8944302201271057, 0.8990523517131805, 0.8967185747623444, 0.8923832368850708, 0.8912563765048981, 0.8878093659877777]","[0.68296875, 0.68953125, 0.68734375, 0.6878125, 0.69, 0.69171875, 0.69015625, 0.69125, 0.684375, 0.68578125, 0.6915625, 0.6953125, 0.6878125, 0.685625, 0.68625, 0.68734375, 0.6890625, 0.68546875, 0.68390625, 0.6921875, 0.68703125, 0.68140625, 0.684375, 0.6859375, 0.68578125]","[0.9376991152763366, 0.937007828950882, 0.9429004943370819, 0.9459261274337769, 0.9433884096145629, 0.9384210216999054, 0.9360749804973603, 0.9518280625343323, 0.9432303261756897, 0.9430823159217835, 0.946059684753418, 0.9474237132072448, 0.9528065431118011, 0.9481194758415222, 0.9457199096679687, 0.936600923538208, 0.9333449268341064, 0.9402083325386047, 0.9265779948234558, 0.9356849622726441, 0.9259618937969207, 0.9323330295085906, 0.9345463311672211, 0.9218677163124085, 0.9230083227157593]","[0.68125, 0.6778125, 0.67671875, 0.67625, 0.67921875, 0.67625, 0.6840625, 0.67765625, 0.67953125, 0.6815625, 0.68109375, 0.68, 0.67578125, 0.67578125, 0.67890625, 0.685, 0.68375, 0.6821875, 0.6846875, 0.67296875, 0.6809375, 0.67515625, 0.6753125, 0.68046875, 0.67890625]"
14,CIFAR-10,1,18,47.672447204589844,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.859470796585083, 0.8701373958587646, 0.8700436007976532, 0.8728994941711425, 0.8789859068393707, 0.8778437578678131, 0.8858600449562073, 0.8898539984226227, 0.8899786496162414, 0.894960970878601, 0.9034475827217102, 0.89118616938591, 0.9010133242607117, 0.893231006860733, 0.8985620808601379, 0.9030977654457092, 0.9000631082057953, 0.900194194316864, 0.893551334142685, 0.901478934288025, 0.8917834365367889, 0.8928608655929565, 0.8903799843788147, 0.8899986398220062, 0.8912954068183899]","[0.7025, 0.70109375, 0.7071875, 0.7034375, 0.705625, 0.7065625, 0.7034375, 0.699375, 0.7040625, 0.7084375, 0.700625, 0.71203125, 0.70421875, 0.70203125, 0.70328125, 0.7025, 0.70046875, 0.69609375, 0.7021875, 0.69765625, 0.705625, 0.7003125, 0.7028125, 0.69484375, 0.69890625]","[0.884972095489502, 0.8949157643318176, 0.8922714924812317, 0.8971085405349731, 0.9081391680240631, 0.9111269533634185, 0.9128305637836456, 0.9079595994949341, 0.9177629315853119, 0.9222013807296753, 0.9204346406459808, 0.9206310689449311, 0.9208427274227142, 0.9241268384456635, 0.9327060174942017, 0.9197668588161468, 0.9214873850345612, 0.9177359831333161, 0.9218869400024414, 0.9174067080020905, 0.9179440772533417, 0.9158998036384582, 0.9152465653419495, 0.9159293055534363, 0.9201225912570954]","[0.6965625, 0.6940625, 0.7009375, 0.6990625, 0.694375, 0.70109375, 0.6940625, 0.70015625, 0.69515625, 0.68890625, 0.691875, 0.6946875, 0.69953125, 0.69125, 0.6871875, 0.6953125, 0.6934375, 0.70125, 0.69078125, 0.69203125, 0.69359375, 0.6890625, 0.69546875, 0.69453125, 0.6878125]"
15,CIFAR-10,1,22,52.91312026977539,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.8223825836181641, 0.8250350427627563, 0.8350689470767975, 0.8405131459236145, 0.8368871092796326, 0.8397356843948365, 0.8449760317802429, 0.855079996585846, 0.8666512036323547, 0.8609128737449646, 0.8592694914340973, 0.8738206911087036, 0.865710175037384, 0.8652398884296417, 0.8599201631546021, 0.8611385822296143, 0.8596983218193054, 0.8621332466602325, 0.8551215898990631, 0.8552759075164795, 0.856372230052948, 0.8489588618278503, 0.8534874904155731, 0.8408491563796997, 0.8318238711357117]","[0.72421875, 0.71359375, 0.71578125, 0.71640625, 0.719375, 0.7209375, 0.71515625, 0.7175, 0.705625, 0.71265625, 0.7140625, 0.7103125, 0.7075, 0.713125, 0.71359375, 0.71265625, 0.71296875, 0.71015625, 0.71546875, 0.7128125, 0.71328125, 0.71265625, 0.70984375, 0.71453125, 0.71421875]","[0.8546560871601104, 0.8662034845352173, 0.8697147071361542, 0.8747968780994415, 0.869758493900299, 0.872933691740036, 0.8856822979450226, 0.8855542826652527, 0.8818580341339112, 0.893331469297409, 0.8963958609104157, 0.8886330938339233, 0.8997540509700775, 0.8988419294357299, 0.9007784283161163, 0.8972003090381623, 0.8936313617229462, 0.8970533013343811, 0.8886962866783142, 0.8867224681377411, 0.8860164594650268, 0.8873994433879853, 0.8800001275539399, 0.8900523006916046, 0.8734850263595582]","[0.705625, 0.699375, 0.70609375, 0.698125, 0.7096875, 0.706875, 0.70484375, 0.69921875, 0.70234375, 0.7034375, 0.6990625, 0.7065625, 0.69890625, 0.6975, 0.69609375, 0.704375, 0.70734375, 0.69375, 0.700625, 0.70453125, 0.69921875, 0.69921875, 0.695, 0.69546875, 0.70171875]"
16,CIFAR-10,1,26,57.67763137817383,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.8022924399375916, 0.7983424699306488, 0.8119274282455444, 0.8142514288425445, 0.8141309571266174, 0.8244026458263397, 0.8244350028038024, 0.8260378742218017, 0.8359874892234802, 0.8462684142589569, 0.841686874628067, 0.8386444437503815, 0.8486408793926239, 0.8402297401428223, 0.8384184038639069, 0.837668776512146, 0.8292175602912902, 0.8313353419303894, 0.8267403519153596, 0.8234935224056243, 0.8300809073448181, 0.813232706785202, 0.8193104100227356, 0.8170357847213745, 0.813265472650528]","[0.7265625, 0.73453125, 0.724375, 0.7275, 0.7265625, 0.71890625, 0.73125, 0.734375, 0.72421875, 0.71796875, 0.72171875, 0.7275, 0.7203125, 0.72375, 0.72671875, 0.723125, 0.7353125, 0.7275, 0.7271875, 0.72734375, 0.72234375, 0.73671875, 0.72828125, 0.72578125, 0.725625]","[0.8372050869464874, 0.8410450351238251, 0.8435003781318664, 0.843275419473648, 0.8546858179569244, 0.8622066342830658, 0.858342981338501, 0.8663830137252808, 0.8726481258869171, 0.860876383781433, 0.8639869904518127, 0.8763286411762238, 0.8764981687068939, 0.8714331233501434, 0.8666225838661193, 0.864561322927475, 0.8689345109462738, 0.8710934388637542, 0.8632320594787598, 0.8680476903915405, 0.8559506976604462, 0.8594358229637146, 0.8507901120185852, 0.8570467293262481, 0.8475685060024262]","[0.71359375, 0.713125, 0.71515625, 0.7190625, 0.7084375, 0.70828125, 0.70984375, 0.71765625, 0.70734375, 0.71640625, 0.71296875, 0.70703125, 0.7134375, 0.705, 0.7125, 0.714375, 0.7078125, 0.7125, 0.71, 0.70921875, 0.71078125, 0.71328125, 0.7128125, 0.70921875, 0.7075]"
17,CIFAR-10,2,3,11.67304801940918,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[1.2739057421684266, 1.27439213514328, 1.2738941502571106, 1.2600875878334046, 1.263675067424774, 1.2626227068901061, 1.2655082941055298, 1.2616016340255738, 1.2490397500991821, 1.2567691469192506, 1.2525328302383423, 1.256700735092163, 1.254376428127289, 1.2537853240966796, 1.2489983367919921, 1.2523024559020997, 1.2516867756843566, 1.2504263305664063, 1.2530368041992188, 1.2464782786369324, 1.2496194052696228, 1.258098499774933, 1.2505541062355041, 1.2552290892601012, 1.2512966775894165]","[0.54625, 0.5440625, 0.55421875, 0.55171875, 0.551875, 0.55390625, 0.55390625, 0.54796875, 0.559375, 0.54703125, 0.5575, 0.55453125, 0.55515625, 0.55296875, 0.5540625, 0.5546875, 0.553125, 0.55265625, 0.55390625, 0.56046875, 0.5521875, 0.5503125, 0.54875, 0.54921875, 0.546875]","[1.2794662618637085, 1.2735764932632447, 1.2791631507873535, 1.2721859478950501, 1.2634216332435608, 1.269639003276825, 1.2719540190696716, 1.264832901954651, 1.266950581073761, 1.253635172843933, 1.2577589106559754, 1.256772403717041, 1.2573746371269225, 1.2510610485076905, 1.25431480884552, 1.2578206610679628, 1.2559293007850647, 1.2599279284477234, 1.2709135580062867, 1.2624102139472961, 1.2634420537948607, 1.2581814289093018, 1.262891926765442, 1.2657813549041748, 1.2675549840927125]","[0.54578125, 0.549375, 0.5521875, 0.55125, 0.5565625, 0.5515625, 0.54625, 0.5484375, 0.5540625, 0.563125, 0.55328125, 0.55125, 0.55203125, 0.55234375, 0.55140625, 0.55390625, 0.55078125, 0.55125, 0.5478125, 0.56015625, 0.5475, 0.5525, 0.54703125, 0.54390625, 0.54296875]"
18,CIFAR-10,2,7,25.2040958404541,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[1.0675391459465027, 1.0637520337104798, 1.064163910150528, 1.05338436126709, 1.0545365619659424, 1.0511490070819856, 1.0536849415302276, 1.0570897030830384, 1.0514893877506255, 1.0509953320026397, 1.054885491132736, 1.0590811443328858, 1.051161584854126, 1.0518342339992524, 1.0509319198131561, 1.0502905452251434, 1.0577591931819916, 1.0488170850276948, 1.0551159417629241, 1.0481456243991851, 1.0499609553813933, 1.063786973953247, 1.056879849433899, 1.0578866398334503, 1.0610669326782227]","[0.6303125, 0.62109375, 0.629375, 0.63515625, 0.63265625, 0.6328125, 0.6315625, 0.62984375, 0.63140625, 0.638125, 0.6290625, 0.63203125, 0.6284375, 0.63671875, 0.63140625, 0.633125, 0.63203125, 0.6340625, 0.63328125, 0.63453125, 0.63171875, 0.633125, 0.6290625, 0.6321875, 0.62859375]","[1.074547289609909, 1.0765191066265105, 1.0728590548038484, 1.0668476188182832, 1.0702913367748261, 1.059397290945053, 1.0682410776615143, 1.0694516539573669, 1.0641352570056914, 1.0640623724460603, 1.0644966197013854, 1.0672086548805237, 1.0665921175479889, 1.0591508996486665, 1.0664316129684448, 1.067295079231262, 1.0656845772266388, 1.066017884016037, 1.0639615833759308, 1.0582317280769349, 1.0680964362621308, 1.0730091691017152, 1.0747662246227265, 1.0700840425491334, 1.073352097272873]","[0.62609375, 0.62515625, 0.6246875, 0.63078125, 0.63140625, 0.6284375, 0.63015625, 0.6271875, 0.63328125, 0.63078125, 0.6325, 0.62984375, 0.6303125, 0.63484375, 0.63265625, 0.63234375, 0.63453125, 0.6378125, 0.631875, 0.6321875, 0.63125, 0.6234375, 0.625625, 0.62875, 0.62765625]"
19,CIFAR-10,2,11,33.2786750793457,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.9532906436920165, 0.9559872305393219, 0.9460819613933563, 0.9544807958602906, 0.9528557085990905, 0.9547409248352051, 0.9487977254390717, 0.939736715555191, 0.9547748458385468, 0.9595982873439789, 0.9578800368309021, 0.9552710115909576, 0.9474099349975585, 0.9557893824577331, 0.9554762923717499, 0.9566936874389649, 0.9511154234409332, 0.9444160950183869, 0.9539531278610229, 0.9556166732311249, 0.9538350474834442, 0.9504114055633545, 0.9461712169647217, 0.9522257447242737, 0.9520010328292847]","[0.66546875, 0.6709375, 0.6734375, 0.6659375, 0.66765625, 0.6678125, 0.67015625, 0.67234375, 0.66984375, 0.6665625, 0.670625, 0.66859375, 0.6725, 0.663125, 0.6665625, 0.66828125, 0.67390625, 0.67296875, 0.67546875, 0.67046875, 0.66875, 0.66859375, 0.6734375, 0.66671875, 0.6696875]","[0.9686756324768067, 0.9760017657279968, 0.9769447517395019, 0.97867844581604, 0.9734202337265014, 0.972420585155487, 0.9806891691684723, 0.9722602868080139, 0.9755678141117096, 0.9854090642929078, 0.9731839549541473, 0.9654944479465485, 0.9742302119731903, 0.9736883187294006, 0.9757041192054748, 0.9828829562664032, 0.9767477762699127, 0.9777398705482483, 0.9749959743022919, 0.9801081848144532, 0.974046334028244, 0.9749180197715759, 0.9736019003391266, 0.9734209382534027, 0.981165429353714]","[0.654375, 0.6596875, 0.6615625, 0.66421875, 0.67015625, 0.66296875, 0.66328125, 0.66359375, 0.66421875, 0.66359375, 0.67109375, 0.67203125, 0.66578125, 0.66171875, 0.665, 0.66359375, 0.66296875, 0.66390625, 0.666875, 0.66703125, 0.6625, 0.66484375, 0.66484375, 0.66765625, 0.66375]"
20,CIFAR-10,2,15,39.82111358642578,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.906508024930954, 0.9154990172386169, 0.9072213888168335, 0.9125524151325226, 0.9098908388614655, 0.913967719078064, 0.9042826175689698, 0.912821831703186, 0.9091018760204315, 0.913444995880127, 0.911147552728653, 0.9163031446933746, 0.9145239150524139, 0.9093931376934051, 0.9148337745666504, 0.9103355097770691, 0.9120182836055756, 0.9135845398902893, 0.91057697057724, 0.9053897368907928, 0.9077065110206604, 0.9097198212146759, 0.9018054592609406, 0.908295726776123, 0.9040499162673951]","[0.68890625, 0.68078125, 0.68796875, 0.68359375, 0.6915625, 0.68515625, 0.693125, 0.68859375, 0.69453125, 0.6903125, 0.69390625, 0.6934375, 0.69328125, 0.69359375, 0.69578125, 0.68703125, 0.69375, 0.695, 0.691875, 0.69203125, 0.6896875, 0.6890625, 0.688125, 0.69328125, 0.6934375]","[0.9329671382904052, 0.9370723640918732, 0.9377335035800933, 0.9403088295459747, 0.940982084274292, 0.9401464354991913, 0.9336548078060151, 0.9435031139850616, 0.9513339018821716, 0.9378768837451935, 0.9389266872406006, 0.939134202003479, 0.9452052330970764, 0.941626044511795, 0.9452347600460053, 0.9384917557239533, 0.9441231000423431, 0.9362771439552308, 0.9425108706951142, 0.9337099599838257, 0.9287807393074036, 0.9345090472698212, 0.9339591479301452, 0.9407958829402924, 0.9362917041778565]","[0.6740625, 0.67640625, 0.67265625, 0.6771875, 0.6796875, 0.68, 0.681875, 0.676875, 0.6734375, 0.68203125, 0.68203125, 0.68171875, 0.67484375, 0.683125, 0.67984375, 0.6846875, 0.681875, 0.688125, 0.68390625, 0.68953125, 0.68953125, 0.685625, 0.6796875, 0.67890625, 0.6871875]"
21,CIFAR-10,2,19,45.05619812011719,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.8457602035999298, 0.8488127434253693, 0.8459430432319641, 0.8566382777690887, 0.8548330092430114, 0.8540644788742066, 0.8543173921108246, 0.8559142220020294, 0.8557541048526764, 0.8563522076606751, 0.8548430263996124, 0.8544164204597473, 0.8542203652858734, 0.8586238479614258, 0.8580290699005126, 0.8505976057052612, 0.8534900486469269, 0.8524032485485077, 0.8537442767620087, 0.8466620481014252, 0.8454989004135132, 0.8482962000370026, 0.8412316000461578, 0.8482764089107513, 0.8428470170497895]","[0.71265625, 0.7090625, 0.7096875, 0.714375, 0.7128125, 0.70859375, 0.70828125, 0.71078125, 0.713125, 0.71078125, 0.7115625, 0.70984375, 0.710625, 0.7134375, 0.71140625, 0.71671875, 0.7121875, 0.7140625, 0.715625, 0.71203125, 0.70875, 0.7078125, 0.71484375, 0.70578125, 0.71015625]","[0.8871606135368347, 0.8863111972808838, 0.886008870601654, 0.8850556218624115, 0.8923215162754059, 0.883766804933548, 0.885904837846756, 0.8851288533210755, 0.8968269276618958, 0.8940642833709717, 0.8900128138065339, 0.8943131983280181, 0.8942114782333374, 0.8877260947227478, 0.8875433945655823, 0.8888199305534363, 0.8878735864162445, 0.8845694160461426, 0.8858141016960144, 0.8871778857707977, 0.8800334703922271, 0.8796162760257721, 0.8796326565742493, 0.8831398069858551, 0.879797238111496]","[0.6971875, 0.69375, 0.6940625, 0.693125, 0.701875, 0.69984375, 0.69875, 0.701875, 0.69734375, 0.69796875, 0.70109375, 0.695, 0.6921875, 0.699375, 0.69578125, 0.69859375, 0.70125, 0.69828125, 0.693125, 0.69765625, 0.69953125, 0.70125, 0.69515625, 0.7, 0.693125]"
22,CIFAR-10,2,23,49.73792266845703,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.822643975019455, 0.823373532295227, 0.8327592384815216, 0.8336513411998748, 0.8357049798965455, 0.8330372786521911, 0.8246602475643158, 0.8330298626422882, 0.8346103870868683, 0.8373860192298889, 0.8401785314083099, 0.8403683507442474, 0.8407234179973603, 0.8350788164138794, 0.8337754797935486, 0.8381625986099244, 0.8310800576210022, 0.830832371711731, 0.8327838814258576, 0.8314045226573944, 0.8251750683784485, 0.8298049783706665, 0.8210784780979157, 0.8275663447380066, 0.8251623749732971]","[0.72671875, 0.72765625, 0.7196875, 0.719375, 0.716875, 0.72484375, 0.72359375, 0.7190625, 0.72578125, 0.72109375, 0.72171875, 0.72140625, 0.71734375, 0.72453125, 0.72625, 0.71859375, 0.7215625, 0.716875, 0.72015625, 0.7203125, 0.7190625, 0.715625, 0.7153125, 0.710625, 0.7146875]","[0.8622725522518158, 0.8643809711933136, 0.8713344538211822, 0.8681018364429474, 0.8604356527328492, 0.8713926374912262, 0.8660338151454926, 0.8721178376674652, 0.8756464123725891, 0.874475394487381, 0.8647968411445618, 0.8702931523323059, 0.8708201837539673, 0.8666918337345123, 0.8734173464775086, 0.8747785270214081, 0.8646277976036072, 0.8628493988513947, 0.8627322399616242, 0.8693170261383056, 0.8629061877727509, 0.8692555856704712, 0.8680670619010925, 0.8697565567493438, 0.8604626500606537]","[0.70796875, 0.7028125, 0.70453125, 0.70171875, 0.706875, 0.714375, 0.70703125, 0.70375, 0.703125, 0.7040625, 0.71078125, 0.70609375, 0.710625, 0.71, 0.71, 0.7025, 0.70953125, 0.70921875, 0.71125, 0.70765625, 0.705625, 0.7090625, 0.70328125, 0.69421875, 0.70390625]"
